Date,MaxOf2mAirTmp,Min,Of2mAirTmp,CountOfClock
2016-01-01,1.2,-8.5,1440
2016-01-02,-0.2,-10.8,1440
2016-01-03,1.4,-12.3,1440
2016-01-04,3.1,-12.3,1440
2016-01-05,-5.7,-14.2,1440
2016-01-06,-7.3,-14.6,1440
2016-01-07,-9.3,-14.9,1440
2016-01-08,-10.2,-22,1440
2016-01-09,-3.2,-23.7,1440
2016-01-10,-2.4,-10.3,1440
2016-01-11,-1,-7.8,1440
2016-01-12,6.9,-8.9,1440
2016-01-13,9.1,-2.4,1440
2016-01-14,2,-3.4,1440
2016-01-15,-3.4,-12.3,1440
2016-01-16,-12.3,-17,1440
2016-01-17,-11.9,-17.3,1440
2016-01-18,5.2,-12,1440
2016-01-19,5.6,-9.9,1440
2016-01-20,-3.2,-12.3,1440
2016-01-21,2.8,-12.7,1440
2016-01-22,10.4,-4.1,1440
2016-01-23,4.5,-3,1440
2016-01-24,2.3,-9.9,1440
2016-01-25,3.8,-10.8,1440
2016-01-26,11.5,-6.6,1440
2016-01-27,10.6,-2.2,1440
2016-01-28,13.5,-0.2,1440
2016-01-29,6.6,-3.6,1440
2016-01-30,2.8,-1.9,1440
2016-01-31,2.2,-4,1440
2016-02-01,-0.1,-6.9,1440
2016-02-02,0.4,-9.8,1440
2016-02-03,0,-11.8,1440
2016-02-04,5.4,-6.6,1440
2016-02-05,8.5,-0.8,1440
2016-02-06,7.1,-2.6,1440
2016-02-07,6.3,-5.4,1440
2016-02-08,13.6,-4.9,1440
2016-02-09,15.9,3.5,1440
2016-02-10,6,-1.4,1440
2016-02-11,8.4,-3,1440
2016-02-12,2.2,-3.7,1440
2016-02-13,9.3,-4.3,1440
2016-02-14,8.6,-2.9,1440
2016-02-15,8.4,-1.5,1440
2016-02-16,10.4,-4,1440
2016-02-17,5.6,-3.5,1440
2016-02-18,8.7,-1.7,1440
2016-02-19,6.7,1.2,1440
2016-02-20,2.3,-6.8,1440
2016-02-21,6.7,-3.9,1440
2016-02-22,7.8,-5.4,1440
2016-02-23,5.9,-5.7,1440
2016-02-24,4.3,-9.6,1440
2016-02-25,13.3,-4.9,1440
2016-02-26,16.6,0.5,1440
2016-02-27,11.7,-1.7,1440
2016-02-28,6,-6.2,1440
2016-02-29,3,-10.8,1440
2016-03-01,5.5,-7.4,1440
2016-03-02,2.6,-1.8,1440
2016-03-03,12.1,-4.2,1440
2016-03-04,13.1,-4.5,1440
2016-03-05,16.5,-2.2,1440
2016-03-06,8.5,-0.1,1440
2016-03-07,11.6,-0.3,1440
2016-03-08,9,-2.9,1440
2016-03-09,9,-4.8,1440
2016-03-10,15.4,-1,1440
2016-03-11,12.1,-0.5,1440
2016-03-12,15.2,-0.3,1440
2016-03-13,9.1,-1,1440
2016-03-14,5.6,-4.1,1440
2016-03-15,6.2,-4.8,1440
2016-03-16,6.2,-1.8,1440
2016-03-17,2,-4,1440
2016-03-18,3.7,-9.4,1440
2016-03-19,12.9,-8.9,1440
2016-03-20,15.2,-1,1440
2016-03-21,5.2,-1.7,1440
2016-03-22,4.1,-3.7,1440
2016-03-23,10.6,-5.9,1440
2016-03-24,8.7,-1.4,1440
2016-03-25,7,-2.5,1440
2016-03-26,10.1,-4,1440
2016-03-27,9.9,-3.7,1440
2016-03-28,9.6,1.3,1440
2016-03-29,12.9,-0.3,1440
2016-03-30,12.7,5.5,1440
2016-03-31,10.9,2,1440
2016-04-01,20.2,3.9,1440
2016-04-02,20.6,4,1440
2016-04-03,15,5.9,1440
2016-04-04,13.9,2.6,1440
2016-04-05,13.6,2.3,1440
2016-04-06,16.2,4.4,1440
2016-04-07,16.3,-0.2,1440
2016-04-08,23.9,0.6,1440
2016-04-09,17.6,2.2,1440
2016-04-10,9.2,-4.1,1440
2016-04-11,18.2,-3.9,1440
2016-04-12,18.6,-0.1,1440
2016-04-13,16,4.9,1440
2016-04-14,8.6,1,1440
2016-04-15,13.2,0.6,1440
2016-04-16,16.5,1.5,1440
2016-04-17,20.7,3.2,1440
2016-04-18,23.7,2.2,1440
2016-04-19,27.5,5.4,1440
2016-04-20,18.6,8.1,1440
2016-04-21,23.6,4.1,1440
2016-04-22,13.6,3.9,1440
2016-04-23,7.7,2.2,1440
2016-04-24,6.6,2,1440
2016-04-25,6.2,2.1,1440
2016-04-26,11.7,0.7,1440
2016-04-27,11.7,2.6,1440
2016-04-28,10.8,2.4,1440
2016-04-29,11.1,2.7,1440
2016-04-30,13,4,1440
2016-05-01,21.1,1.3,1440
2016-05-02,25.4,5.2,1440
2016-05-03,27.6,8.7,1440
2016-05-04,26,7.4,1440
2016-05-05,17.7,6.2,1440
2016-05-06,19.8,2.4,1440
2016-05-07,28.2,4.6,1440
2016-05-08,15.1,6,1440
2016-05-09,10.5,2.4,1440
2016-05-10,12.9,0.5,1440
2016-05-11,15.5,-0.3,1440
2016-05-12,6.7,1.1,1440
2016-05-13,10.1,-2.1,1440
2016-05-14,14.4,-1.6,1440
2016-05-15,16.8,-0.6,1440
2016-05-16,20.6,5.3,1440
2016-05-17,24.2,7,1440
2016-05-18,24.1,6.9,1440
2016-05-19,13.4,4.3,1440
2016-05-20,9.3,2.3,1440
2016-05-21,7.4,2.5,1440
2016-05-22,5.9,0.7,1440
2016-05-23,8.7,3.7,1440
2016-05-24,16.7,4,1440
2016-05-25,21.1,4,1440
2016-05-26,19,7.4,1440
2016-05-27,12.5,5.7,1431
2016-05-28,15.9,2.1,1439
2016-05-29,18.8,5.5,1440
2016-05-30,14.9,5.4,1440
2016-05-31,17.7,4.3,1440
2016-06-01,22,5.3,1440
2016-06-02,22.3,8.4,1440
2016-06-03,24.6,6.2,1440
2016-06-04,26.8,11.4,1440
2016-06-05,24.8,13.2,1440
2016-06-06,30.2,13.1,1440
2016-06-07,29.4,16.8,1440
2016-06-08,27.8,14.4,1440
2016-06-09,23.2,13.6,1440
2016-06-10,14,10.2,1440
2016-06-11,18.3,9.4,1440
2016-06-12,20.5,5.3,1440
2016-06-13,21.1,7.7,1440
2016-06-14,17.9,7.5,1440
2016-06-15,17.1,4.7,1440
2016-06-16,17,6.2,1440
2016-06-17,19.8,7.3,1440
2016-06-18,19.7,4.4,1440
2016-06-19,22.3,8.5,1440
2016-06-20,23.8,9.3,1440
2016-06-21,22.1,8.8,1440
2016-06-22,23.7,8.9,1440
2016-06-23,23.2,11.8,1440
2016-06-24,19.3,9.1,1440
2016-06-25,20.9,9.8,1440
2016-06-26,22.1,12.4,1440
2016-06-27,25.1,9.8,1440
2016-06-28,23.8,12.9,1440
2016-06-29,25.2,10.6,1440
2016-06-30,23,13.7,1440
2016-07-01,23.8,11.3,1440
2016-07-02,23,12.5,1440
2016-07-03,23.7,12.5,1440
2016-07-04,21,9.4,1440
2016-07-05,17.1,6.7,1440
2016-07-06,19.3,10,1440
2016-07-07,22.5,11.3,1440
2016-07-08,24.4,12.5,1440
2016-07-09,20.7,10.7,1440
2016-07-10,20.7,9.3,1440
2016-07-11,20.8,12,1440
2016-07-12,21.7,11.4,1440
2016-07-13,18.5,12,1440
2016-07-14,20.3,10.7,1440
2016-07-15,13.4,8.7,1440
2016-07-16,16.8,9.8,1440
2016-07-17,19.9,9.9,1440
2016-07-18,22.8,9,1440
2016-07-19,25.5,12.9,1440
2016-07-20,25.3,12.2,1440
2016-07-21,27.5,10.8,1440
2016-07-22,23.2,10.9,1440
2016-07-23,24.4,12.9,1440
2016-07-24,25.7,11.3,1440
2016-07-25,24,13.7,1440
2016-07-26,25.3,11.7,1440
2016-07-27,26,13.7,1440
2016-07-28,27.2,11.7,1440
2016-07-29,26.3,11.9,1440
2016-07-30,23.8,11.8,1440
2016-07-31,18.6,8.6,1440
2016-08-01,22.7,7.2,1440
2016-08-02,24,9.4,1440
2016-08-03,18.3,10.6,1440
2016-08-04,23,10.4,1440
2016-08-05,24,14.8,1440
2016-08-06,18.1,12.5,1440
2016-08-07,22.2,13.7,1440
2016-08-08,21.3,12.9,1440
2016-08-09,23,10.1,1440
2016-08-10,19.4,12.1,1440
2016-08-11,22.7,12,1440
2016-08-12,22.5,12.4,1440
2016-08-13,24.9,9.7,1440
2016-08-14,25,10.7,1440
2016-08-15,25.2,10.9,1440
2016-08-16,28.3,11.4,1440
2016-08-17,20.6,14.4,1440
2016-08-18,17.9,9.8,1440
2016-08-19,21.5,7.2,1440
2016-08-20,26,10.1,1440
2016-08-21,28.3,12.3,1440
2016-08-22,18.6,9.7,1440
2016-08-23,16.8,9.3,1440
2016-08-24,19.4,8.4,1440
2016-08-25,17.9,8.7,1440
2016-08-26,20.6,7.1,1440
2016-08-27,23.9,10.6,1440
2016-08-28,14.5,7.4,1440
2016-08-29,23.7,8.2,1440
2016-08-30,26.7,10.6,1440
2016-08-31,27.9,12.9,1440
2016-09-01,25.4,10,1440
2016-09-02,14.7,6.7,1440
2016-09-03,18.7,3.7,1440
2016-09-04,11.7,5.4,1440
2016-09-05,16.7,3.3,1440
2016-09-06,14.9,3.2,1440
2016-09-07,19.8,4.4,1440
2016-09-08,14.4,6,1440
2016-09-09,19,4.3,1440
2016-09-10,22,7.7,1440
2016-09-11,9.1,4,1440
2016-09-12,12.5,1.3,1440
2016-09-13,19.5,0.8,1440
2016-09-14,22.9,7.4,1440
2016-09-15,23.6,9.2,1440
2016-09-16,24.5,7,1440
2016-09-17,20.6,11.3,1440
2016-09-18,17.8,6.9,1440
2016-09-19,17.1,3.7,1440
2016-09-20,8.1,4.3,1440
2016-09-21,11.8,3.2,1440
2016-09-22,10.4,5.9,1440
2016-09-23,17.3,6.6,1440
2016-09-24,16,5.5,1440
2016-09-25,19.8,2.1,1440
2016-09-26,24.2,7.8,1440
2016-09-27,18.4,8.9,1440
2016-09-28,13.2,7.4,1440
2016-09-29,15.9,3.2,1440
2016-09-30,16.8,5.2,1440
2016-10-01,11.7,6,1440
2016-10-02,13.8,0.1,1440
2016-10-03,13.8,0.9,1440
2016-10-04,12.1,0.5,1440
2016-10-05,3.6,-0.2,1440
2016-10-06,6.3,-2.8,1440
2016-10-07,0.6,-2.4,1440
2016-10-08,2.1,-1.9,1440
2016-10-09,1.4,-1.4,1440
2016-10-10,0.1,-3,1440
2016-10-11,3.6,-3.4,1440
2016-10-12,10.6,-4,1440
2016-10-13,12.8,-3.6,1440
2016-10-14,8.6,-1.7,1440
2016-10-15,7.3,-2.5,1440
2016-10-16,14.4,-0.1,1440
2016-10-17,4.3,-3.8,1440
2016-10-18,2.6,-0.2,1440
2016-10-19,12.9,-1.7,1440
2016-10-20,15.2,-2.3,1440
2016-10-21,12.2,-0.8,1440
2016-10-22,12.8,-1.6,1440
2016-10-23,10.9,-3.6,1440
2016-10-24,5,0.7,1440
2016-10-25,14.3,0.6,1440
2016-10-26,9.9,-3,1440
2016-10-27,15.7,0.2,1440
2016-10-28,3.8,0.7,1440
2016-10-29,3.6,0.5,1440
2016-10-30,13.1,-0.1,1440
2016-10-31,5.5,-0.2,1440
2016-11-01,7.6,-0.6,1440
2016-11-02,13.5,-0.7,1440
2016-11-03,19,1.3,1440
2016-11-04,19.3,1.6,1440
2016-11-05,20.1,0.8,1440
2016-11-06,10.1,-0.6,1440
2016-11-07,12.6,-2.6,1440
2016-11-08,22.4,5.9,1440
2016-11-09,21.6,4.1,1440
2016-11-10,12.9,-2.1,1440
2016-11-11,13,0.9,1440
2016-11-12,16.1,3.6,1440
2016-11-13,15.5,0,1440
2016-11-14,11.6,-1.7,1440
2016-11-15,2.8,-4.8,1440
2016-11-16,-0.2,-3.9,1440
2016-11-17,-1.9,-5.3,1440
2016-11-18,-3.5,-4.7,1440
2016-11-19,-0.7,-7,1440
2016-11-20,6.9,-7.8,1440
2016-11-21,10.4,-2.2,1440
2016-11-22,3.6,-7.2,1440
2016-11-23,4.1,-10,1440
2016-11-24,7.5,-6.4,1440
2016-11-25,9.7,-2.9,1440
2016-11-26,9.6,-7.1,1440
2016-11-27,9.6,-4.2,1440
2016-11-28,3.9,-3.8,1440
2016-11-29,4,-8,1440
2016-11-30,-4.7,-11.9,1440
2016-12-01,0.9,-4.7,1440
2016-12-02,4.5,-11.8,1440
2016-12-03,5.5,-5,1440
2016-12-04,-3.8,-11,1440
2016-12-05,-11,-17.9,1440
2016-12-06,-17.3,-21,1440
2016-12-07,-17.3,-24.7,1440
2016-12-08,-17,-26.9,1440
2016-12-09,-19.4,-26.7,1440
2016-12-10,-16.9,-22.4,1440
2016-12-11,-16.5,-22.7,1440
2016-12-12,-9.3,-21.2,1440
2016-12-13,-8.9,-19,1440
2016-12-14,-6.8,-19.1,1440
2016-12-15,-15.4,-20.8,1440
2016-12-16,-16.5,-24.2,1440
2016-12-17,-8,-23.7,1440
2016-12-18,0.9,-11.2,1440
2016-12-19,2.2,-1.8,1440
2016-12-20,4.1,-5,1440
2016-12-21,5.6,-6.3,1440
2016-12-22,7.3,-2.4,1440
2016-12-23,-2.1,-7.8,1440
2016-12-24,-7.4,-15.4,1440
2016-12-25,-11.6,-23.2,1440
2016-12-26,-0.8,-24,1440
2016-12-27,1.4,-4.7,1440
2016-12-28,0.8,-6.4,1440
2016-12-29,-0.3,-12.6,1440
2016-12-30,1.2,-11,1440
2016-12-31,-3.2,-12.3,1440
